dataset,category,image_path,canonical_image_path,true_defect_type,pred_defect_type,top2_defect_types,top1_correct,top2_correct,defect_family,object_type,material_or_surface,candidate_bbox,candidate_anomaly_score,candidate_gt_iou,candidate_gt_f1,visual_evidence,visual_attributes,manufacturing_processes,possible_causes,inspection_focus,clip_confidence_margin,explanation
MVTecAD,grid,datasets/MVTecAD/grid/test/metal_contamination/006.png,datasets/MVTecAD/grid/test/metal_contamination/006.png,metal_contamination,thread,thread|bent,False,False,deformation,regular texture surface,grid-like patterned surface,"(128, 7)-(150, 38)","mean=0.8897, max=1.0000",0.250853,0.401091,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.002025961875915583,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (128, 7)-(150, 38), with area 541. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/metal_contamination/007.png,datasets/MVTecAD/grid/test/metal_contamination/007.png,metal_contamination,thread,thread|metal_contamination,False,True,deformation,regular texture surface,grid-like patterned surface,"(106, 33)-(135, 56)","mean=0.8921, max=1.0000",0.173451,0.295626,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.00035458803176879883,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (106, 33)-(135, 56), with area 539. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/metal_contamination/008.png,datasets/MVTecAD/grid/test/metal_contamination/008.png,metal_contamination,thread,thread|metal_contamination,False,True,deformation,regular texture surface,grid-like patterned surface,"(52, 28)-(80, 56)","mean=0.8984, max=1.0000",0.21875,0.358974,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0018278658390045721,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (52, 28)-(80, 56), with area 626. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/metal_contamination/009.png,datasets/MVTecAD/grid/test/metal_contamination/009.png,metal_contamination,thread,thread|metal_contamination,False,True,deformation,regular texture surface,grid-like patterned surface,"(21, 134)-(50, 170)","mean=0.9070, max=1.0000",0.297403,0.458458,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0018776953220366877,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (21, 134)-(50, 170), with area 736. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/metal_contamination/010.png,datasets/MVTecAD/grid/test/metal_contamination/010.png,metal_contamination,thread,thread|metal_contamination,False,True,deformation,regular texture surface,grid-like patterned surface,"(177, 5)-(204, 30)","mean=0.8929, max=1.0000",0.197452,0.329787,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.002109318971633911,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (177, 5)-(204, 30), with area 527. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/000.png,datasets/MVTecAD/grid/test/thread/000.png,thread,metal_contamination,metal_contamination|thread,False,True,contamination,regular texture surface,grid-like patterned surface,"(196, 31)-(223, 73)","mean=0.8884, max=1.0000",0.261224,0.414239,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.0014691650867462158,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (196, 31)-(223, 73), with area 833. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/001.png,datasets/MVTecAD/grid/test/thread/001.png,thread,metal_contamination,metal_contamination|glue,False,False,contamination,regular texture surface,grid-like patterned surface,"(164, 134)-(193, 166)","mean=0.8962, max=1.0000",0.65996,0.795152,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.009327054023742676,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (164, 134)-(193, 166), with area 763. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/002.png,datasets/MVTecAD/grid/test/thread/002.png,thread,thread,thread|metal_contamination,True,True,deformation,regular texture surface,grid-like patterned surface,"(181, 7)-(203, 26)","mean=0.8943, max=1.0000",0.09537,0.174134,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.007267266511917114,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (181, 7)-(203, 26), with area 355. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/003.png,datasets/MVTecAD/grid/test/thread/003.png,thread,thread,thread|metal_contamination,True,True,deformation,regular texture surface,grid-like patterned surface,"(94, 102)-(117, 129)","mean=0.8873, max=1.0000",0.091513,0.167681,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.011389613151550293,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (94, 102)-(117, 129), with area 471. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/004.png,datasets/MVTecAD/grid/test/thread/004.png,thread,thread,thread|metal_contamination,True,True,deformation,regular texture surface,grid-like patterned surface,"(93, 97)-(153, 145)","mean=0.8934, max=1.0000",0.184743,0.31187,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.005269497632980402,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (93, 97)-(153, 145), with area 1952. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/005.png,datasets/MVTecAD/grid/test/thread/005.png,thread,metal_contamination,metal_contamination|bent,False,False,contamination,regular texture surface,grid-like patterned surface,"(95, 8)-(126, 40)","mean=0.8948, max=1.0000",0.262968,0.416429,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.0019881427288055975,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (95, 8)-(126, 40), with area 842. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/006.png,datasets/MVTecAD/grid/test/thread/006.png,thread,thread,thread|bent,True,True,deformation,regular texture surface,grid-like patterned surface,"(74, 6)-(103, 51)","mean=0.8890, max=1.0000",0.142579,0.249575,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.019761502742767334,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (74, 6)-(103, 51), with area 929. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/007.png,datasets/MVTecAD/grid/test/thread/007.png,thread,thread,thread|metal_contamination,True,True,deformation,regular texture surface,grid-like patterned surface,"(11, 48)-(120, 123)","mean=0.8770, max=1.0000",0.31944,0.484205,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.001677930355071966,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (11, 48)-(120, 123), with area 2197. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/008.png,datasets/MVTecAD/grid/test/thread/008.png,thread,thread,thread|metal_contamination,True,True,deformation,regular texture surface,grid-like patterned surface,"(134, 131)-(197, 212)","mean=0.8766, max=1.0000",0.286307,0.445161,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0006946027278900702,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (134, 131)-(197, 212), with area 1361. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/009.png,datasets/MVTecAD/grid/test/thread/009.png,thread,thread,thread|bent,True,True,deformation,regular texture surface,grid-like patterned surface,"(108, 63)-(162, 133)","mean=0.8906, max=1.0000",0.149005,0.259364,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.005526840686798096,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (108, 63)-(162, 133), with area 1523. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/thread/010.png,datasets/MVTecAD/grid/test/thread/010.png,thread,thread,thread|metal_contamination,True,True,deformation,regular texture surface,grid-like patterned surface,"(96, 11)-(147, 119)","mean=0.9006, max=1.0000",0.180755,0.306169,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.02519816160202032,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (96, 11)-(147, 119), with area 2594. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/000.png,datasets/MVTecAD/leather/test/color/000.png,color,glue,glue|cut,False,False,contamination,textured surface material,leather-like surface texture,"(158, 124)-(173, 142)","mean=0.9476, max=1.0000",0.589595,0.741818,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","cutting, pressing, dyeing, surface finishing","dust, oil, residue, insufficient cleaning","cut, fold, glue, color defect, surface damage",0.004347085952758789,"The image is predicted as defect type `glue` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (158, 124)-(173, 142), with area 232. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/001.png,datasets/MVTecAD/leather/test/color/001.png,color,cut,cut|glue,False,False,cut,textured surface material,leather-like surface texture,"(151, 85)-(168, 102)","mean=0.9490, max=1.0000",0.231975,0.37659,sharp local surface discontinuity or puncture-like damage,"sharp local damage, thin gap, surface discontinuity","cutting, pressing, dyeing, surface finishing","cutting damage, tool contact, handling damage","cut, fold, glue, color defect, surface damage",0.0010538101196289062,"The image is predicted as defect type `cut` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes sharp local surface discontinuity or puncture-like damage; related attributes are sharp local damage, thin gap, surface discontinuity. According to the anomaly localization result, the top PatchCore candidate region is located at (151, 85)-(168, 102), with area 256. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include cutting damage, tool contact, handling damage. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/002.png,datasets/MVTecAD/leather/test/color/002.png,color,glue,glue|color,False,True,contamination,textured surface material,leather-like surface texture,"(152, 182)-(168, 199)","mean=0.9502, max=1.0000",0.530769,0.693467,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","cutting, pressing, dyeing, surface finishing","dust, oil, residue, insufficient cleaning","cut, fold, glue, color defect, surface damage",0.004413753747940008,"The image is predicted as defect type `glue` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (152, 182)-(168, 199), with area 234. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/003.png,datasets/MVTecAD/leather/test/color/003.png,color,glue,glue|cut,False,False,contamination,textured surface material,leather-like surface texture,"(112, 43)-(128, 65)","mean=0.9486, max=1.0000",0.389262,0.560386,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","cutting, pressing, dyeing, surface finishing","dust, oil, residue, insufficient cleaning","cut, fold, glue, color defect, surface damage",0.001387864351272583,"The image is predicted as defect type `glue` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (112, 43)-(128, 65), with area 294. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/004.png,datasets/MVTecAD/leather/test/color/004.png,color,glue,glue|cut,False,False,contamination,textured surface material,leather-like surface texture,"(79, 162)-(95, 178)","mean=0.9487, max=1.0000",0.335968,0.502959,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","cutting, pressing, dyeing, surface finishing","dust, oil, residue, insufficient cleaning","cut, fold, glue, color defect, surface damage",0.001233816146850586,"The image is predicted as defect type `glue` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (79, 162)-(95, 178), with area 230. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/005.png,datasets/MVTecAD/leather/test/color/005.png,color,glue,glue|cut,False,False,contamination,textured surface material,leather-like surface texture,"(190, 108)-(203, 121)","mean=0.9478, max=1.0000",0.35545,0.524476,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","cutting, pressing, dyeing, surface finishing","dust, oil, residue, insufficient cleaning","cut, fold, glue, color defect, surface damage",0.0022559463977814276,"The image is predicted as defect type `glue` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (190, 108)-(203, 121), with area 161. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/006.png,datasets/MVTecAD/leather/test/color/006.png,color,cut,cut|color,False,True,cut,textured surface material,leather-like surface texture,"(51, 46)-(68, 62)","mean=0.9480, max=1.0000",0.246862,0.395973,sharp local surface discontinuity or puncture-like damage,"sharp local damage, thin gap, surface discontinuity","cutting, pressing, dyeing, surface finishing","cutting damage, tool contact, handling damage","cut, fold, glue, color defect, surface damage",0.005789905786514282,"The image is predicted as defect type `cut` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes sharp local surface discontinuity or puncture-like damage; related attributes are sharp local damage, thin gap, surface discontinuity. According to the anomaly localization result, the top PatchCore candidate region is located at (51, 46)-(68, 62), with area 239. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include cutting damage, tool contact, handling damage. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/007.png,datasets/MVTecAD/leather/test/color/007.png,color,cut,cut|glue,False,False,cut,textured surface material,leather-like surface texture,"(120, 55)-(140, 73)","mean=0.9493, max=1.0000",0.242667,0.390558,sharp local surface discontinuity or puncture-like damage,"sharp local damage, thin gap, surface discontinuity","cutting, pressing, dyeing, surface finishing","cutting damage, tool contact, handling damage","cut, fold, glue, color defect, surface damage",0.0052420794963836115,"The image is predicted as defect type `cut` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes sharp local surface discontinuity or puncture-like damage; related attributes are sharp local damage, thin gap, surface discontinuity. According to the anomaly localization result, the top PatchCore candidate region is located at (120, 55)-(140, 73), with area 305. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include cutting damage, tool contact, handling damage. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/008.png,datasets/MVTecAD/leather/test/color/008.png,color,cut,cut|glue,False,False,cut,textured surface material,leather-like surface texture,"(162, 110)-(181, 134)","mean=0.9488, max=1.0000",0.454874,0.62531,sharp local surface discontinuity or puncture-like damage,"sharp local damage, thin gap, surface discontinuity","cutting, pressing, dyeing, surface finishing","cutting damage, tool contact, handling damage","cut, fold, glue, color defect, surface damage",1.3858079910333831e-05,"The image is predicted as defect type `cut` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes sharp local surface discontinuity or puncture-like damage; related attributes are sharp local damage, thin gap, surface discontinuity. According to the anomaly localization result, the top PatchCore candidate region is located at (162, 110)-(181, 134), with area 378. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include cutting damage, tool contact, handling damage. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/009.png,datasets/MVTecAD/leather/test/color/009.png,color,color,color|glue,True,True,color,textured surface material,leather-like surface texture,"(121, 169)-(143, 189)","mean=0.9468, max=1.0000",0.219925,0.360555,"local color inconsistency, stain, or liquid-like appearance","local discoloration, abnormal color patch, uneven appearance","cutting, pressing, dyeing, surface finishing","coating defect, staining, material inconsistency, illumination-independent color defect","cut, fold, glue, color defect, surface damage",0.0005928874015808105,"The image is predicted as defect type `color` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes local color inconsistency, stain, or liquid-like appearance; related attributes are local discoloration, abnormal color patch, uneven appearance. According to the anomaly localization result, the top PatchCore candidate region is located at (121, 169)-(143, 189), with area 342. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include coating defect, staining, material inconsistency, illumination-independent color defect. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/010.png,datasets/MVTecAD/leather/test/color/010.png,color,cut,cut|glue,False,False,cut,textured surface material,leather-like surface texture,"(183, 24)-(198, 39)","mean=0.9497, max=1.0000",0.375,0.545455,sharp local surface discontinuity or puncture-like damage,"sharp local damage, thin gap, surface discontinuity","cutting, pressing, dyeing, surface finishing","cutting damage, tool contact, handling damage","cut, fold, glue, color defect, surface damage",0.0032863318920136053,"The image is predicted as defect type `cut` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes sharp local surface discontinuity or puncture-like damage; related attributes are sharp local damage, thin gap, surface discontinuity. According to the anomaly localization result, the top PatchCore candidate region is located at (183, 24)-(198, 39), with area 205. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include cutting damage, tool contact, handling damage. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
MVTecAD,leather,datasets/MVTecAD/leather/test/color/011.png,datasets/MVTecAD/leather/test/color/011.png,color,cut,cut|glue,False,False,cut,textured surface material,leather-like surface texture,"(60, 147)-(75, 170)","mean=0.9500, max=1.0000",0.318182,0.482759,sharp local surface discontinuity or puncture-like damage,"sharp local damage, thin gap, surface discontinuity","cutting, pressing, dyeing, surface finishing","cutting damage, tool contact, handling damage","cut, fold, glue, color defect, surface damage",0.001978099346160944,"The image is predicted as defect type `cut` on category `leather`. The product is described as a textured surface material with leather-like surface texture. Visual evidence for this prediction includes sharp local surface discontinuity or puncture-like damage; related attributes are sharp local damage, thin gap, surface discontinuity. According to the anomaly localization result, the top PatchCore candidate region is located at (60, 147)-(75, 170), with area 305. Relevant manufacturing or inspection stages include cutting, pressing, dyeing, surface finishing. Possible causes include cutting damage, tool contact, handling damage. The inspection focus for this category includes cut, fold, glue, color defect, surface damage."
