dataset,category,batch_idx,item_idx,candidate_rank,image_path,mask_path,gt_label,pred_label,pred_score,image_width,image_height,anomaly_map_height,anomaly_map_width,map_x1,map_y1,map_x2,map_y2,map_area,candidate_score_max,candidate_score_mean,candidate_score_sum,bbox_x1,bbox_y1,bbox_x2,bbox_y2,context_1p50_x1,context_1p50_y1,context_1p50_x2,context_1p50_y2,tight_crop_path,context_1p50_crop_path,tight_gt_mask_pixels,tight_candidate_mask_pixels,tight_candidate_covers_gt_ratio,tight_candidate_mask_density,context_gt_mask_pixels,context_candidate_mask_pixels,context_candidate_covers_gt_ratio,context_candidate_mask_density,gt_binary,patchcore_score,clip_backend,tight_normal_score,tight_anomaly_score,tight_vlm_margin,context_normal_score,context_anomaly_score,context_vlm_margin
MVTec AD 2,sheet_metal,3,7,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000240_010_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000240_010_overexposed.png,True,True,0.5958817005157471,4224,1056,256,256,41,11,62,29,267,0.7921396493911743,0.7423170208930969,198.1986389160156,676,45,1023,120,156,0,1543,232,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000240_010_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000240_010_overexposed_cand01_context_1.50.png,8020.0,0.0,0.0,0.0,8020.0,0.0,0.0,0.0,1,0.5958817005157471,open_clip:ViT-B-32/openai,0.25388121604919434,0.2710859775543213,0.017204761505126953,0.2544534504413605,0.27214348316192627,0.017690032720565796
MVTec AD 2,sheet_metal,3,7,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000240_010_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000240_010_overexposed.png,True,True,0.5958817005157471,4224,1056,256,256,186,233,208,245,207,0.7846465706825256,0.7428966164588928,153.77960205078125,3069,961,3432,1011,2525,886,3976,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000240_010_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000240_010_overexposed_cand02_context_1.50.png,8020.0,171.0,0.0213216957605985,0.0094214876033057,8020.0,482.0,0.0600997506234413,0.001954027648275,1,0.5958817005157471,open_clip:ViT-B-32/openai,0.24209797382354736,0.2524711787700653,0.010373204946517944,0.24309232831001282,0.2569715678691864,0.013879239559173584
MVTec AD 2,sheet_metal,4,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000243_010_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000243_010_shift_2.png,True,True,0.714566171169281,4224,1056,256,256,26,214,79,244,1112,1.0,0.9279420971870422,1031.87158203125,429,882,1304,1007,0,694,2616,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000243_010_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000243_010_shift_2_cand00_context_1.50.png,7902.0,0.0,0.0,0.0,7902.0,3820.0,0.4834219185016452,0.0040338249953537,1,0.714566171169281,open_clip:ViT-B-32/openai,0.25321829319000244,0.27308130264282227,0.019863009452819824,0.25212186574935913,0.26504063606262207,0.01291877031326294
MVTec AD 2,sheet_metal,4,0,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000243_010_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000243_010_shift_2.png,True,True,0.714566171169281,4224,1056,256,256,94,228,116,240,199,0.9807051420211792,0.9274272322654724,184.5580139160156,1551,940,1914,990,1007,865,2458,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000243_010_shift_2_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000243_010_shift_2_cand01_context_1.50.png,7902.0,1223.0,0.1547709440647937,0.0673829201101928,7902.0,2957.0,0.3742090609972159,0.0106696591265817,1,0.714566171169281,open_clip:ViT-B-32/openai,0.25191110372543335,0.2636229991912842,0.01171189546585083,0.2510027289390564,0.2710411250591278,0.02003839612007141
MVTec AD 2,sheet_metal,4,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000245_010_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000245_010_underexposed.png,True,True,0.6528260707855225,4224,1056,256,256,89,218,126,249,870,1.0,0.8144835829734802,708.6007080078125,1468,899,2079,1028,552,705,2995,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000245_010_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000245_010_underexposed_cand00_context_1.50.png,8020.0,2761.0,0.3442643391521197,0.035029624836651,8020.0,3785.0,0.4719451371571072,0.0044140302019958,1,0.6528260707855225,open_clip:ViT-B-32/openai,0.257617324590683,0.27853307127952576,0.020915746688842773,0.23784738779067993,0.24891647696495056,0.01106908917427063
MVTec AD 2,sheet_metal,4,1,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000245_010_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000245_010_underexposed.png,True,True,0.6528260707855225,4224,1056,256,256,43,12,63,31,264,0.7324859499931335,0.6963109970092773,183.82611083984372,709,49,1040,128,213,0,1536,246,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000245_010_underexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000245_010_underexposed_cand01_context_1.50.png,8020.0,0.0,0.0,0.0,8020.0,0.0,0.0,0.0,1,0.6528260707855225,open_clip:ViT-B-32/openai,0.2594134509563446,0.27525755763053894,0.015844106674194336,0.2445434182882309,0.2566385269165039,0.01209510862827301
MVTec AD 2,sheet_metal,4,1,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000245_010_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000245_010_underexposed.png,True,True,0.6528260707855225,4224,1056,256,256,190,232,210,244,177,0.728522539138794,0.6975526213645935,123.46681213378906,3135,957,3465,1007,2640,882,3960,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000245_010_underexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000245_010_underexposed_cand02_context_1.50.png,8020.0,167.0,0.0208229426433915,0.0101212121212121,8020.0,486.0,0.0605985037406483,0.002115987460815,1,0.6528260707855225,open_clip:ViT-B-32/openai,0.24950069189071655,0.2626746594905853,0.013173967599868774,0.24787603318691254,0.266335129737854,0.018459096550941467
MVTec AD 2,sheet_metal,4,2,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000246_011_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000246_011_overexposed.png,True,True,0.622539758682251,4224,1056,256,256,200,73,237,120,1022,1.0,0.8463461399078369,864.9657592773438,3300,301,3911,495,2384,10,4224,786,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000246_011_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000246_011_overexposed_cand00_context_1.50.png,568.0,568.0,1.0,0.0047918740614507,568.0,568.0,1.0,0.0003978036754818,1,0.622539758682251,open_clip:ViT-B-32/openai,0.2701413631439209,0.2886355221271515,0.01849415898323059,0.26432138681411743,0.2748975455760956,0.01057615876197815
MVTec AD 2,sheet_metal,4,2,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000246_011_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000246_011_overexposed.png,True,True,0.622539758682251,4224,1056,256,256,227,220,239,239,182,0.8135854005813599,0.778704822063446,141.72427368164062,3745,907,3944,986,3447,789,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000246_011_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000246_011_overexposed_cand01_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.622539758682251,open_clip:ViT-B-32/openai,0.25451207160949707,0.27199748158454895,0.01748540997505188,0.253752738237381,0.2706177830696106,0.016865044832229614
MVTec AD 2,sheet_metal,4,2,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000246_011_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000246_011_overexposed.png,True,True,0.622539758682251,4224,1056,256,256,33,233,49,244,107,0.799588680267334,0.772269070148468,82.6327896118164,544,961,809,1007,146,892,1207,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000246_011_overexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000246_011_overexposed_cand02_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.622539758682251,open_clip:ViT-B-32/openai,0.24982386827468872,0.2677263617515564,0.017902493476867676,0.24320434033870697,0.2584224045276642,0.015218064188957214
MVTec AD 2,sheet_metal,4,3,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000247_011_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000247_011_regular.png,True,True,0.5975615978240967,4224,1056,256,256,197,73,237,119,973,1.0,0.8440658450126648,821.2760620117188,3250,301,3911,491,2258,16,4224,776,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000247_011_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000247_011_regular_cand00_context_1.50.png,568.0,568.0,1.0,0.0045226530774743,568.0,568.0,1.0,0.0003801467045028,1,0.5975615978240967,open_clip:ViT-B-32/openai,0.26845523715019226,0.28761887550354004,0.01916363835334778,0.2658703029155731,0.27430522441864014,0.008434921503067017
MVTec AD 2,sheet_metal,4,3,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000247_011_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000247_011_regular.png,True,True,0.5975615978240967,4224,1056,256,256,33,233,48,245,137,0.8349772095680237,0.7909910082817078,108.3657684326172,544,961,792,1011,172,886,1164,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000247_011_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000247_011_regular_cand01_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.5975615978240967,open_clip:ViT-B-32/openai,0.2582938075065613,0.2765592634677887,0.018265455961227417,0.26229560375213623,0.2804624140262604,0.018166810274124146
MVTec AD 2,sheet_metal,4,3,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000247_011_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000247_011_regular.png,True,True,0.5975615978240967,4224,1056,256,256,227,219,241,239,201,0.8347896933555603,0.7921906113624573,159.23031616210938,3745,903,3977,986,3397,779,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000247_011_regular_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000247_011_regular_cand02_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.5975615978240967,open_clip:ViT-B-32/openai,0.24824070930480957,0.2651420533657074,0.016901344060897827,0.25501951575279236,0.2713276743888855,0.01630815863609314
MVTec AD 2,sheet_metal,4,4,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000250_011_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000250_011_shift_3.png,True,True,0.7042033076286316,4224,1056,256,256,41,17,75,38,536,1.0,0.9501236081123352,509.2662658691406,676,70,1238,157,0,0,2081,287,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000250_011_shift_3_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000250_011_shift_3_cand00_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.7042033076286316,open_clip:ViT-B-32/openai,0.24471242725849152,0.25985434651374817,0.015141919255256653,0.24412669241428375,0.2602882981300354,0.016161605715751648
MVTec AD 2,sheet_metal,4,4,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000250_011_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000250_011_shift_3.png,True,True,0.7042033076286316,4224,1056,256,256,36,215,61,240,352,0.9860236644744872,0.9443256855010986,332.40264892578125,594,886,1007,990,0,730,1627,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000250_011_shift_3_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000250_011_shift_3_cand01_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.7042033076286316,open_clip:ViT-B-32/openai,0.2474176585674286,0.26599347591400146,0.018575817346572876,0.24876554310321808,0.2593253254890442,0.01055978238582611
MVTec AD 2,sheet_metal,4,4,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000250_011_shift_3.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000250_011_shift_3.png,True,True,0.7042033076286316,4224,1056,256,256,192,83,208,99,199,0.971771240234375,0.93608558177948,186.28103637695312,3168,342,3432,409,2772,242,3828,509,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000250_011_shift_3_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000250_011_shift_3_cand02_context_1.50.png,568.0,0.0,0.0,0.0,568.0,568.0,1.0,0.0020145272954261,1,0.7042033076286316,open_clip:ViT-B-32/openai,0.25699368119239807,0.2718220055103302,0.014828324317932129,0.25945842266082764,0.2758755087852478,0.016417086124420166
MVTec AD 2,sheet_metal,4,5,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000251_011_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000251_011_underexposed.png,True,True,0.5793843865394592,4224,1056,256,256,196,72,237,117,946,1.0,0.8561065793037415,809.8768310546875,3234,297,3911,483,2218,18,4224,762,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000251_011_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000251_011_underexposed_cand00_context_1.50.png,568.0,568.0,1.0,0.0045107288638998,568.0,568.0,1.0,0.0003805786940254,1,0.5793843865394592,open_clip:ViT-B-32/openai,0.25617852807044983,0.27476102113723755,0.01858249306678772,0.2587660849094391,0.26844051480293274,0.009674429893493652
MVTec AD 2,sheet_metal,4,5,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000251_011_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000251_011_underexposed.png,True,True,0.5793843865394592,4224,1056,256,256,33,231,50,245,180,0.8784840703010559,0.8202111124992371,147.63800048828125,544,952,825,1011,122,864,1247,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000251_011_underexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000251_011_underexposed_cand01_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.5793843865394592,open_clip:ViT-B-32/openai,0.2516622245311737,0.2718665301799774,0.02020430564880371,0.24212084710597992,0.25642892718315125,0.014308080077171326
MVTec AD 2,sheet_metal,4,5,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000251_011_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000251_011_underexposed.png,True,True,0.5793843865394592,4224,1056,256,256,227,221,241,240,185,0.8496387004852295,0.8095000982284546,149.7575225830078,3745,911,3977,990,3397,793,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000251_011_underexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000251_011_underexposed_cand02_context_1.50.png,568.0,0.0,0.0,0.0,568.0,0.0,0.0,0.0,1,0.5793843865394592,open_clip:ViT-B-32/openai,0.25792449712753296,0.2764938175678253,0.01856932044029236,0.2481798231601715,0.26497989892959595,0.01680007576942444
MVTec AD 2,sheet_metal,4,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000253_012_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000253_012_regular.png,True,True,0.560121476650238,4224,1056,256,256,46,217,72,247,519,1.0,0.8974040150642395,465.752685546875,759,895,1188,1019,115,709,1832,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000253_012_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000253_012_regular_cand00_context_1.50.png,520.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,1,0.560121476650238,open_clip:ViT-B-32/openai,0.2527584135532379,0.2716478407382965,0.018889427185058594,0.24194052815437317,0.25603610277175903,0.014095574617385864
MVTec AD 2,sheet_metal,4,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000253_012_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000253_012_regular.png,True,True,0.560121476650238,4224,1056,256,256,206,209,230,243,586,0.9579514861106871,0.8917417526245117,522.5606689453125,3399,862,3795,1003,2805,650,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000253_012_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000253_012_regular_cand01_context_1.50.png,520.0,0.0,0.0,0.0,520.0,520.0,1.0,0.0009025991383649,1,0.560121476650238,open_clip:ViT-B-32/openai,0.25587716698646545,0.27647873759269714,0.02060157060623169,0.2460528165102005,0.26086878776550293,0.01481597125530243
MVTec AD 2,sheet_metal,4,6,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000253_012_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000253_012_regular.png,True,True,0.560121476650238,4224,1056,256,256,40,20,52,31,99,0.8768893480300903,0.845733642578125,83.72763061523438,660,82,858,128,363,13,1155,197,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000253_012_regular_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000253_012_regular_cand02_context_1.50.png,520.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,1,0.560121476650238,open_clip:ViT-B-32/openai,0.2557872235774994,0.26690006256103516,0.011112838983535767,0.25326862931251526,0.2724469304084778,0.019178301095962524
MVTec AD 2,sheet_metal,4,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000258_013_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000258_013_overexposed.png,True,True,1.0,4224,1056,256,256,87,53,113,92,785,1.0,0.8792577385902405,690.2173461914062,1435,218,1865,380,790,0,2510,623,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000258_013_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000258_013_overexposed_cand00_context_1.50.png,183542.0,11369.0,0.0619422257575922,0.1632070054550674,183542.0,12641.0,0.068872519641281,0.0117968195901302,1,1.0,open_clip:ViT-B-32/openai,0.25693172216415405,0.27340519428253174,0.016473472118377686,0.23405145108699799,0.24263383448123932,0.008582383394241333
MVTec AD 2,sheet_metal,4,7,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000258_013_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000258_013_overexposed.png,True,True,1.0,4224,1056,256,256,209,211,235,238,526,0.8713075518608093,0.8251182436943054,434.01220703125,3448,870,3878,982,2803,702,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000258_013_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000258_013_overexposed_cand01_context_1.50.png,183542.0,39472.0,0.2150570441642784,0.8196013289036544,183542.0,129007.0,0.7028745464253413,0.2564578139847406,1,1.0,open_clip:ViT-B-32/openai,0.2592754662036896,0.27092650532722473,0.011651039123535156,0.27068832516670227,0.2867944836616516,0.01610615849494934
MVTec AD 2,sheet_metal,5,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000259_013_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000259_013_regular.png,True,True,1.0,4224,1056,256,256,87,52,113,92,788,1.0,0.8795461654663086,693.0823974609375,1435,214,1865,380,790,0,2510,629,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000259_013_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000259_013_regular_cand00_context_1.50.png,183542.0,11492.0,0.0626123721001187,0.1609974782852339,183542.0,12684.0,0.0691067984439528,0.0117240359374422,1,1.0,open_clip:ViT-B-32/openai,0.2666071355342865,0.283301442861557,0.016694307327270508,0.23990760743618011,0.24941125512123108,0.009503647685050964
MVTec AD 2,sheet_metal,5,0,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000259_013_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000259_013_regular.png,True,True,1.0,4224,1056,256,256,209,212,235,238,523,0.8755239248275757,0.8281859159469604,433.1412353515625,3448,874,3878,982,2803,712,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000259_013_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000259_013_regular_cand01_context_1.50.png,183542.0,38213.0,0.2081975787558161,0.8228466838931955,183542.0,126630.0,0.6899238321474104,0.2590502921296826,1,1.0,open_clip:ViT-B-32/openai,0.26050883531570435,0.27172765135765076,0.011218816041946411,0.2596445679664612,0.2727363109588623,0.013091742992401123
MVTec AD 2,sheet_metal,5,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000260_013_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000260_013_shift_1.png,True,True,1.0,4224,1056,256,256,228,89,246,122,455,1.0,0.9429346919059752,429.0352783203125,3762,367,4059,504,3316,161,4224,710,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000260_013_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000260_013_shift_1_cand00_context_1.50.png,183542.0,6298.0,0.0343136720750563,0.1547838482145051,183542.0,41162.0,0.2242647459437077,0.0825730402895131,1,1.0,open_clip:ViT-B-32/openai,0.25733354687690735,0.2758660912513733,0.018532544374465942,0.2742449641227722,0.2869739234447479,0.012728959321975708
MVTec AD 2,sheet_metal,5,1,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000260_013_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000260_013_shift_1.png,True,True,1.0,4224,1056,256,256,209,193,238,240,856,0.978837788105011,0.936636209487915,801.7606201171875,3448,796,3927,990,2730,505,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000260_013_shift_1_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000260_013_shift_1_cand01_context_1.50.png,183542.0,72953.0,0.3974730579376927,0.7850655360179067,183542.0,161876.0,0.8819561735188676,0.1966438044980891,1,1.0,open_clip:ViT-B-32/openai,0.25384849309921265,0.26371386647224426,0.009865373373031616,0.2624467611312866,0.2740648090839386,0.011618047952651978
